Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
17933964_190359074807572_2339649753362464768_n.jpg,13092248_531378913700558_2007209202_n.jpg,Burger,2,100,45,55
164395774_868203450693586_1225646852965309663_n.jpg,115974613_155982669399332_4592267494609328275_n.jpg,Burger,2,100,44,56
11906314_1479645629003780_203848312_n.jpg,87422507_752008485206168_8455577216693903721_n.jpg,Burger,1,100,56,44
22280540_130296907624517_2785429382586433536_n.jpg,314742700_932864101014312_6026331181962761606_n.jpg,Burger,2,100,45,55
109290586_275414473720844_5960093912878329194_n.jpg,64439131_1142038682649154_1933745374625196976_n.jpg,Burger,1,100,57,43
22500639_143745089700824_6234757621329428480_n.jpg,118633152_749423172288113_4312442018107205840_n.jpg,Burger,2,100,44,56
31198385_791460897711848_3532376495177596928_n.jpg,74694931_168259510917409_3274667620663744056_n.jpg,Burger,2,100,44,56
31243058_249311842299814_2147493663863734272_n.jpg,19764960_865661576923265_5264006690725953536_n.jpg,Burger,2,100,44,56
66783222_712591699168252_1922206300969492367_n.jpg,116891389_293388135448074_6938733720778940647_n.jpg,Burger,2,100,43,57
15057228_657551371079316_3105883927697424384_n.jpg,74667971_186617369175908_520636056600021167_n.jpg,Burger,2,100,45,55
15057228_657551371079316_3105883927697424384_n.jpg,122985019_359252975412069_733350750383555700_n.jpg,Burger,2,100,44,56
20346948_249665938881298_4506231871092293632_n.jpg,103661980_613454119293021_7568385808920388922_n.jpg,Burger,2,100,44,56
103515045_4565811830111753_3865595257327303744_n.jpg,69411484_3261062090573964_8955861953964256557_n.jpg,Burger,2,100,44,56
210882240_238233307849419_7480329272723502254_n.jpg,17663798_1381323475261186_8071811280966516736_n.jpg,Burger,2,100,44,56
90419988_238220350901802_933028554859590399_n.jpg,13724456_164812723938523_1128527425_n.jpg,Burger,2,100,45,55
13724456_164812723938523_1128527425_n.jpg,70439026_2685855888141197_4042101173135746931_n.jpg,Burger,2,100,43,57
52840556_348426732435524_6757868277096564962_n.jpg,70439026_2685855888141197_4042101173135746931_n.jpg,Burger,2,100,44,56
70439026_2685855888141197_4042101173135746931_n.jpg,11241337_825220934240565_299523027_n.jpg,Burger,2,100,43,57
59786628_384033642198480_4862750677261762236_n.jpg,72443740_468285517121152_1989397671026249411_n.jpg,Burger,2,100,44,56
10449075_723575637737149_86024489_n.jpg,11357534_719879964807187_872318373_n.jpg,Burger,2,100,45,55
11821205_1644911355752107_1649562982_n.jpg,83669114_184725052779525_2108790089739299460_n.jpg,Burger,2,100,45,55
21042001_1396887613759423_5874560910604894208_n.jpg,26865063_570722123278437_2241417550585921536_n.jpg,Burger,2,100,42,58
89363489_582834212312032_6194167947680351672_n.jpg,12145100_146840795670936_748424553_n.jpg,Burger,2,100,44,56
11417493_1685407505067347_1460997093_n.jpg,18094745_297607440660814_5031426459231584256_n.jpg,Burger,2,100,45,55
14515790_1481635415198975_916522329926795264_n.jpg,128255922_1052184078594160_2156043919502603634_n.jpg,Burger,2,100,44,56
98038831_369032714054233_8169323708603550218_n.jpg,197763619_957979891644260_2258450839193043810_n.jpg,Burger,2,100,45,55
18012022_293370141075334_6025129819618934784_n.jpg,39918974_1881164408637600_596652358101938917_n.jpg,Burger,1,100,55,45
11410760_1653556978219038_1308815321_n.jpg,25007746_1360073150768975_3257412955175649280_n.jpg,Burger,2,100,42,58
124259763_513985859559524_639093050765798407_n.jpg,14712240_130419427433632_104834185985785856_n.jpg,Burger,2,100,45,55
15101771_733766863442512_3496872839514947584_n.jpg,75640823_205773420440139_5480798754071356155_n.jpg,Burger,2,100,45,55
28152783_407332479714539_6923752740195663872_n.jpg,197421599_757501744940728_1792797571394057711_n.jpg,Burger,2,100,45,55
197421599_757501744940728_1792797571394057711_n.jpg,90223840_146460410226415_8452037957078081013_n.jpg,Burger,2,100,44,56
21984535_287478044990364_4118603534960689152_n.jpg,92963511_2522455868006412_1111725106681471591_n.jpg,Burger,2,100,45,55
80614842_460655747964014_3221281537100172070_n.jpg,11246749_1433277826989017_250312691_n.jpg,Burger,2,100,45,55
91316579_2654313538158852_8006119873237119894_n.jpg,13643644_819107308188947_1941738437_n.jpg,Burger,2,100,45,55
68666639_221791042131924_2554674591614224118_n.jpg,11176246_1591188971141204_1854607947_n.jpg,Burger,2,100,44,56
108172630_2779001712206271_2735913409263680008_n.jpg,84155242_724793131388213_6025086602845128581_n.jpg,Burger,2,100,45,55
11356595_1534072806883661_1605903197_n.jpg,25006829_1498291293586798_1243678956754829312_n.jpg,Burger,1,100,55,45
65276306_2318641478394889_5363013839807948626_n.jpg,168937425_1086800111731728_7781593709621561882_n.jpg,Burger,2,100,44,56
30855617_223618335078585_6489546089329328128_n.jpg,12716510_1695500264059654_209827380_n.jpg,Burger,2,100,44,56
12716510_1695500264059654_209827380_n.jpg,12725013_502447846625376_1748467554_n.jpg,Burger,2,100,41,59
154393579_1389268751405790_6496475922561832346_n.jpg,10831730_497613553709680_1423083573_n.jpg,Burger,2,100,45,55
10311337_251661195037352_1191512168_n.jpg,56280064_340896669783150_419261971502874859_n.jpg,Burger,2,100,45,55
20838580_1943676302574368_6611378450202624000_n.jpg,14288016_148705685580659_1039989382_n.jpg,Burger,2,100,45,55
16110962_738310866318384_3902313843837108224_n.jpg,17493632_405319886515345_3493747426173386752_n.jpg,Burger,1,100,55,45
38268652_283252715600404_6756535154962857984_n.jpg,81217261_602832017223413_7759819820585577357_n.jpg,Burger,2,100,44,56
61628399_140897080452671_4897910933047690768_n.jpg,26221698_168589663871303_8742722482982617088_n.jpg,Burger,2,100,44,56
26221698_168589663871303_8742722482982617088_n.jpg,12346285_1693659740853144_915450367_n.jpg,Burger,2,100,44,56
90496391_258859208478554_7978701694217699556_n.jpg,104128585_260502955231470_6289271627996892696_n.jpg,Burger,2,100,45,55
64878747_1186666534838804_2592061955616263838_n.jpg,114581426_943390406125169_9137514922140208289_n.jpg,Burger,1,100,56,44
34545990_1961841237223332_2574440192207224832_n.jpg,19121916_1538068259547788_8346947027682197504_n.jpg,Burger,2,100,45,55
19121916_1538068259547788_8346947027682197504_n.jpg,90402474_435651200569463_6910501304357604074_n.jpg,Burger,2,100,45,55
1597757_601626263240215_59037247_n.jpg,90402474_435651200569463_6910501304357604074_n.jpg,Burger,2,100,40,60
13266839_1605734719718435_418531721_n.jpg,101851978_590364598255480_8168233531039667306_n.jpg,Burger,2,100,44,56
10959166_405569859610776_118152481_n.jpg,101851978_590364598255480_8168233531039667306_n.jpg,Burger,2,100,42,58
11934748_100518657018935_731101828_n.jpg,11420811_867752816611993_739343150_n.jpg,Burger,2,100,44,56
13636016_1709072139355889_1324955477_n.jpg,107460302_631267844403493_4029945596190861158_n.jpg,Burger,2,100,43,57
28763690_414372375691892_5236025610152706048_n.jpg,14709661_201761566901311_892829035464228864_n.jpg,Burger,2,100,45,55
39576230_242550126451461_7849244739952967680_n.jpg,18095700_397784047274728_9040089989739708416_n.jpg,Burger,2,100,45,55
10251558_1499239146971042_1492509946_n.jpg,11199495_1574542489475485_1564971609_n.jpg,Burger,1,100,57,43
11244657_1451583738469621_141992695_n.jpg,18722095_1507369492648016_6329465812029538304_n.jpg,Burger,2,100,44,56
14727579_1814939565454932_7675247278260486144_n.jpg,18382656_203690746808143_5429751862385442816_n.jpg,Burger,2,100,44,56
10632269_472407552944966_463863510_n.jpg,60802935_761932387537769_4767111691405519867_n.jpg,Burger,2,100,44,56
60802935_761932387537769_4767111691405519867_n.jpg,21041603_1463902603664035_8771585466370621440_n.jpg,Burger,2,100,42,58
10729182_315837031955810_1648552746_n.jpg,11192923_770750076356792_811633162_n.jpg,Burger,1,100,55,45
102539404_674161370032564_1683113543629733387_n.jpg,16789201_1863454267203263_5119714073256132608_n.jpg,Burger,2,100,45,55
11311649_666811346786099_1837103532_n.jpg,20904962_496669340676696_5830088401155522560_n.jpg,Burger,2,100,45,55
279537132_1046587995958241_2952255509379401884_n.jpg,18252074_311439755943242_1896898879241060352_n.jpg,Burger,1,100,56,44
14033668_1262039100497496_1858107561_n.jpg,928241_240109026181849_1733481434_n.jpg,Burger,1,100,58,42
18722873_240690843002016_2916811629012189184_n.jpg,119062456_363890165017047_6731102083693049481_n.jpg,Burger,2,100,43,57
11252463_803074369800417_1851434180_n.jpg,57000893_284034239202694_8095558071989341004_n.jpg,Burger,1,100,57,43
102899895_637924440408624_91534940856758292_n.jpg,19764741_1875053282757271_814845421644939264_n.jpg,Burger,2,100,43,57
193474338_273203507874537_7061327468461992653_n.jpg,19050933_260174321056532_3010682936744738816_n.jpg,Burger,2,100,41,59
122993641_1074082109718051_4315116683957886792_n.jpg,19050933_260174321056532_3010682936744738816_n.jpg,Burger,2,100,44,56
19050933_260174321056532_3010682936744738816_n.jpg,12826304_564215683754247_528398196_n.jpg,Burger,2,100,45,55
14547691_338170836583328_8282492273082499072_n.jpg,15625207_756511291180996_6596675737766330368_n.jpg,Burger,2,100,44,56
11203228_962154150472584_226785827_n.jpg,61914533_1289944911162763_7428174961233053752_n.jpg,Burger,2,100,43,57
11372459_1450467958581689_2102457076_n.jpg,14073243_921324921329768_1676741249_n.jpg,Burger,2,100,44,56
21149838_788027548046127_7190281342385389568_n.jpg,29400580_203523603575793_1447740845921927168_n.jpg,Burger,1,100,55,45
241204559_401372671345670_8598312919375576583_n.jpg,25015868_1478225075596173_8535160371562938368_n.jpg,Burger,2,100,44,56
79905843_600473977445215_3946507217283877449_n.jpg,299879149_139849772072972_8285968169469851612_n.jpg,Burger,2,100,42,58
299879149_139849772072972_8285968169469851612_n.jpg,11377690_1588587371400274_762365033_n.jpg,Burger,2,100,45,55
20839082_1809495679066016_2525335246996504576_n.jpg,298735063_734000524371323_1629366551488975287_n.jpg,Burger,2,100,42,58
10832247_1750667628491007_1196497309_n.jpg,22344912_139607990000017_853141012208418816_n.jpg,Burger,2,100,44,56
72630864_527781811120670_8340301249897055354_n.jpg,80058206_566790810828881_9030210607982752043_n.jpg,Burger,1,100,57,43
67910572_366331674031875_5674705451589698183_n.jpg,11324938_1608330142765052_1464489775_n.jpg,Burger,1,100,56,44
10601844_709421865780403_578071034_n.jpg,12142215_871200302999583_759471562_n.jpg,Burger,2,100,44,56
12912325_1721547841395027_1479871295_n.jpg,92942862_1563602290465200_5300802278207709883_n.jpg,Burger,2,100,45,55
12912325_1721547841395027_1479871295_n.jpg,307399024_774051097152239_6308138191524328963_n.jpg,Burger,2,100,44,56
18381820_186106478578288_5094693273121849344_n.jpg,12132951_406736426183648_1745243688_n.jpg,Burger,2,100,45,55
34348542_488052538292859_2853914525906763776_n.jpg,15538243_754671341350724_7201231211182686208_n.jpg,Burger,2,100,44,56
82568638_488638975131419_2658017197745001922_n.jpg,96417500_3221828054504180_1496601336296752157_n.jpg,Burger,2,100,45,55
95015921_222647905830201_5261285629033901190_n.jpg,101014117_1336713646534785_6285237789660105254_n.jpg,Burger,2,100,44,56
101014117_1336713646534785_6285237789660105254_n.jpg,44365827_103323147309060_1275084953522606921_n.jpg,Burger,2,100,45,55
69802624_460607837873501_2806870008210881653_n.jpg,52428276_564943814007810_1379084982090827241_n.jpg,Burger,2,100,44,56
72354173_416214402626122_3290506064294633833_n.jpg,17494123_191316184704904_8180191911642923008_n.jpg,Burger,2,100,43,57
10474980_1472352856343089_488207649_n.jpg,110001032_841285606400919_3834082988126441639_n.jpg,Burger,2,100,45,55
93659871_156315789254476_7880526583233962360_n.jpg,103985528_263811808060450_8892143707767248218_n.jpg,Burger,2,100,44,56
173738157_753182362013041_3027696443276441808_n.jpg,73420559_174345177023082_464617681134093370_n.jpg,Burger,2,100,45,55
73420559_174345177023082_464617681134093370_n.jpg,43749849_1921154314586905_5284833227377997610_n.jpg,Burger,2,100,44,56
13694336_102464486863420_418105434_n.jpg,11226628_405418099630539_2043113983_n.jpg,Burger,1,100,57,43
116877378_1532907553548173_7704456338885151239_n.jpg,12063072_1522745474716497_917594933_n.jpg,Burger,1,100,55,45
12063072_1522745474716497_917594933_n.jpg,14374006_317235841966972_1178004749270646784_n.jpg,Burger,1,100,55,45
39894829_1132702396877533_7768555670399352832_n.jpg,20481896_799141903587901_7929547790730919936_n.jpg,Burger,2,100,45,55
322407946_1391601368266932_5418095101309788093_n.jpg,62139098_393196364871458_4228581773098028766_n.jpg,Burger,2,100,44,56
322407946_1391601368266932_5418095101309788093_n.jpg,118647486_154065329657367_7947350599495733234_n.jpg,Burger,2,100,45,55
11378316_1046934995346062_1820920629_n.jpg,62258962_148994716259997_1943859804288071343_n.jpg,Burger,1,100,55,45
11917950_1045382628813797_1646665822_n.jpg,221552443_1165221353946455_3681015295138276559_n.jpg,Burger,2,100,45,55
11917950_1045382628813797_1646665822_n.jpg,90770350_175241490611159_2008354778308569763_n.jpg,Burger,2,100,44,56
13628137_1178051062267650_120001056_n.jpg,32471071_211147693028570_1514136814070267904_n.jpg,Burger,1,100,55,45
75265124_147591706557849_4422238456299595265_n.jpg,82960486_666766227425743_4843626873395469061_n.jpg,Burger,2,100,45,55
20181285_803072089860255_2343939759971237888_n.jpg,924442_341825909306455_1884375511_n.jpg,Burger,2,100,45,55
11430196_907376712654916_197619637_n.jpg,79331798_1605932256239770_9145928541891407397_n.jpg,Burger,2,100,45,55
79331798_1605932256239770_9145928541891407397_n.jpg,26065569_157961348180076_2712299945100050432_n.jpg,Burger,2,100,45,55
26065569_157961348180076_2712299945100050432_n.jpg,17932280_778700172288763_6702474530457124864_n.jpg,Burger,2,100,45,55
181917392_134041405419634_1560218039940009596_n.jpg,28434859_1860035490673427_1741010575921512448_n.jpg,Burger,2,100,43,57
120406173_341475513730034_5655469742806107719_n.jpg,46181907_2280581332175792_1918210352768559551_n.jpg,Burger,2,100,45,55
18878850_443869162644158_7327173374721916928_n.jpg,74647513_173128147076060_7803850544523421812_n.jpg,Burger,2,100,44,56
309431477_1373083773184774_6087014831891039704_n.jpg,166667533_1084785582007926_3495844024204655308_n.jpg,Burger,2,100,44,56
166667533_1084785582007926_3495844024204655308_n.jpg,11374417_985330921478582_1905667407_n.jpg,Burger,2,100,44,56
20180650_114982745803877_463086500590911488_n.jpg,1172469_1453935908166328_480136471_n.jpg,Burger,1,100,55,45
11925820_951613528243686_1100816431_n.jpg,61715180_437551270128757_5289342628580976126_n.jpg,Burger,2,100,44,56
20214321_135377143724700_5019405155007725568_n.jpg,11282734_996415350398892_1446970915_n.jpg,Burger,2,100,44,56
12797775_1010417442363124_1994974420_n.jpg,18013146_1837981079855755_3831762864197074944_n.jpg,Burger,2,100,44,56
194411892_498085661536423_4447675187868226309_n.jpg,17596106_446138225725776_6756737941843738624_n.jpg,Burger,1,100,56,44
81036315_172823983814395_777568330037822010_n.jpg,24327397_512223042495016_6042933386773790720_n.jpg,Burger,2,100,45,55
25013200_148924519093210_7253263661936934912_n.jpg,60813572_2114364515523408_3426090494498671817_n.jpg,Burger,2,100,44,56
81350000_585760408941619_7770339809471001159_n.jpg,87234122_548944069051312_2472859508970389512_n.jpg,Burger,2,100,45,55
11351982_1864721197085563_1129639139_n.jpg,128950060_1943533342460364_2396241209085967138_n.jpg,Burger,2,100,43,57
109241926_775104653235809_2037119719742110549_n.jpg,12749801_1534270270206407_642205365_n.jpg,Burger,2,100,43,57
11208350_746842505433654_769342350_n.jpg,11232626_1014982111853124_1221703097_n.jpg,Burger,1,100,56,44
280533613_328537876011557_2315396782394992533_n.jpg,17881909_607804839424223_7556722914083471360_n.jpg,Burger,2,100,45,55
96799838_2801264203353345_1802806727710783704_n.jpg,97285955_3072910962755016_6594274239760841976_n.jpg,Burger,2,100,45,55
11850414_819680428144742_20604527_n.jpg,70355350_489912328254288_7041963188388397548_n.jpg,Burger,2,100,43,57
83500270_1075108652850621_5511190585393118874_n.jpg,23101628_122980805063532_1126130391967596544_n.jpg,Burger,2,100,44,56
23101628_122980805063532_1126130391967596544_n.jpg,93062017_646779732721245_1192744587973137179_n.jpg,Burger,2,100,45,55
30087104_907899906044991_896621001960325120_n.jpg,30592730_1732851080131332_8118021650147966976_n.jpg,Burger,2,100,43,57
83705585_2625521984344801_1417296262792057946_n.jpg,13320248_1737209499901672_1353068538_n.jpg,Burger,2,100,45,55
298541829_179174024595182_7219618953074677652_n.jpg,95554379_104837927823379_511336174316442454_n.jpg,Burger,2,100,45,55
81256602_469462583723226_6563957273833921932_n.jpg,117253044_183638433199819_1573295242742650197_n.jpg,Burger,2,100,44,56
11377900_845206608881758_1533755096_n.jpg,18721881_288069931640494_3751836499230851072_n.jpg,Burger,2,100,44,56
45301315_788293394845026_8783813466349661316_n.jpg,83362205_203836284093527_4043726429120232866_n.jpg,Burger,2,100,45,55
13261008_961099164009544_654420348_n.jpg,11335496_1053234224727128_1928473810_n.jpg,Burger,2,100,44,56
117966770_323492465369116_6578033750927725940_n.jpg,12751353_198703550518827_1228505661_n.jpg,Burger,2,100,45,55
35403429_2114576848824314_4520489066570973184_n.jpg,103723343_308066993538413_8014518594483277191_n.jpg,Burger,2,100,43,57
69995559_360048278273351_645581639410655006_n.jpg,39531996_518156391967413_3335807867948105728_n.jpg,Burger,2,100,44,56
21480010_116566895693902_4299620278884892672_n.jpg,104262421_637897183737622_7533851725970512470_n.jpg,Burger,2,100,45,55
104262421_637897183737622_7533851725970512470_n.jpg,14240560_511712245689330_2103014698_n.jpg,Burger,2,100,45,55
56536442_2340839072865056_2887147213522630897_n.jpg,16230550_166657670488962_6760232013703151616_n.jpg,Burger,2,100,45,55
71816045_784492598643227_8184276291348243547_n.jpg,59984427_2307845346095274_7542092853874821028_n.jpg,Burger,2,100,42,58
24838944_1321894777922570_1078911985371840512_n.jpg,121588527_690658334894669_1048097380813653443_n.jpg,Burger,2,100,44,56
23507163_131069660931264_2085101949560029184_n.jpg,61545562_550614358798768_6692458128221599282_n.jpg,Burger,1,100,55,45
928924_654758154651354_1199432536_n.jpg,12231047_192468034428658_1567101716_n.jpg,Burger,2,100,43,57
84299627_541242959852886_562822791550121958_n.jpg,10838668_1530381643882766_224247391_n.jpg,Burger,1,100,55,45
12598943_777443625719506_871724119_n.jpg,27576725_404983653275904_5175770672143532032_n.jpg,Burger,2,100,44,56
11191603_1645829288981792_2140437791_n.jpg,14592007_1036059073183120_7631523523344728064_n.jpg,Burger,2,100,44,56
84867682_129832115017760_8686860380359875047_n.jpg,83241189_107556610702440_5550662399108619923_n.jpg,Burger,2,100,44,56
11906212_901275873297457_1404153626_n.jpg,22157744_1999577723622384_1508740896332447744_n.jpg,Burger,2,100,45,55
79901442_155326912545350_6170785726836083104_n.jpg,117310504_364866641175591_8693447765832436562_n.jpg,Burger,2,100,44,56
181664137_926180771479119_4278891587632304952_n.jpg,11939369_766955570094037_818888757_n.jpg,Burger,1,100,55,45
74603477_641912913248934_5689524804054808934_n.jpg,317994530_176101371737957_823585241141201781_n.jpg,Burger,1,100,56,44
23823550_152393028844878_216349704701607936_n.jpg,120203372_219241832870950_6821854827058580612_n.jpg,Burger,2,100,45,55
58714813_417779262287269_7054752158169959854_n.jpg,116381296_177754643751736_531373619154701619_n.jpg,Burger,2,100,45,55
101029321_244322120234966_7856580537839617317_n.jpg,12317777_1628344680759247_782198078_n.jpg,Burger,2,100,44,56
67154984_152307425972524_8173589150227298966_n.jpg,14553243_624937084345430_3414853038769176576_n.jpg,Burger,2,100,45,55
79243397_160961701884507_84398046333100940_n.jpg,311660937_664257001884766_6428410497484533533_n.jpg,Burger,2,100,45,55
11201771_424122271081528_1236617670_n.jpg,221293974_601707487900337_738348685427343288_n.jpg,Burger,2,100,45,55
88303480_135325944473888_5223067271331200374_n.jpg,10723720_1509202525997354_1165947532_n.jpg,Burger,2,100,44,56
71038752_207488510248721_1243677770528403031_n.jpg,47585915_2140820782636412_550123394340711932_n.jpg,Burger,2,100,44,56
71532180_390973995126177_4973610634996476413_n.jpg,11312089_1107393792607910_1502188838_n.jpg,Burger,1,100,56,44
161840626_858791758032773_1541018790608272004_n.jpg,12081212_886245701412647_719377962_n.jpg,Burger,2,100,44,56
11240719_1567765636820255_1577220948_n.jpg,17934343_1319839734769889_1090019522418573312_n.jpg,Burger,2,100,45,55
12135404_815582098541170_1766886605_n.jpg,65085189_2245704419075868_9221009656482290621_n.jpg,Burger,2,100,43,57
11899475_590575501081472_1621966996_n.jpg,157040158_641733693270302_1331531275098649882_n.jpg,Burger,2,100,44,56
69435093_1751339601664015_265042980516444636_n.jpg,12081065_1620090408254859_30311117_n.jpg,Burger,2,100,43,57
13266838_703142826490654_1012562108_n.jpg,61490212_117087362851736_3764841261915543340_n.jpg,Burger,2,100,44,56
13628066_1223626617661730_1917931722_n.jpg,11192635_428981897282515_2021961240_n.jpg,Burger,2,100,43,57
11176089_1589053064704762_514464307_n.jpg,28434792_2487339801491648_8917807546358562816_n.jpg,Burger,2,100,42,58
159931638_353724022536447_3262099293613043051_n.jpg,11190351_1033204743373925_1438688804_n.jpg,Burger,2,100,40,60
928969_1376110196029453_1035601744_n.jpg,13129237_527021724173416_216503078_n.jpg,Burger,2,100,45,55
11203470_1436417189988399_838661016_n.jpg,10755741_992567384092384_695776139_n.jpg,Burger,1,100,55,45
185363196_342040217356559_4929063743625314785_n.jpg,11351838_1571849513081328_2142040816_n.jpg,Burger,2,100,41,59
92638531_841911732957877_8568765877484992399_n.jpg,66134320_380875609454210_4706626166767890317_n.jpg,Burger,2,100,43,57
11358122_683158545154236_1780151039_n.jpg,12519542_1691590357791309_1162255041_n.jpg,Burger,1,100,56,44
