Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
11190993_1657384211157675_1787393490_n.jpg,11381014_778042348977268_1693402096_n.jpg,Sushi,2,100,45,55
56980923_581919052303313_7246833738818392833_n.jpg,17663253_418049268564604_1153113695803408384_n.jpg,Sushi,1,100,56,44
12446016_925814100830396_1398756575_n.jpg,12237574_188322988176016_1277454056_n.jpg,Burger,2,100,45,55
83500270_1075108652850621_5511190585393118874_n.jpg,23101628_122980805063532_1126130391967596544_n.jpg,Burger,2,100,44,56
14701058_943009445805417_8297417765472436224_n.jpg,15048220_252959278454978_3434621751030448128_n.jpg,Sushi,1,100,56,44
10508055_732157853507776_174412944_n.jpg,69716942_2375144702707480_4018222889692513387_n.jpg,Ramen,2,100,44,56
79905843_600473977445215_3946507217283877449_n.jpg,299879149_139849772072972_8285968169469851612_n.jpg,Burger,2,100,42,58
18011300_232071850603397_1331778970902855680_n.jpg,12338539_835069096610414_1918928845_n.jpg,Pizza,1,100,62,38
52824652_271323553820246_8463302063028051854_n.jpg,12940271_853044918152180_2076364078_n.jpg,Sushi,1,100,57,43
10009268_1728799540675489_235399527_n.jpg,30602865_195207704621779_6387851468602343424_n.jpg,Sushi,1,100,56,44
19436716_283201585423155_2722510250593746944_n.jpg,118433883_316247899464034_2981913516474190339_n.jpg,Sushi,1,100,55,45
11208107_962197123852410_1843484192_n.jpg,90089865_232753557879295_51689455469802869_n.jpg,Burger,2,100,45,55
64980273_143469513409036_6438811792477490016_n.jpg,110752159_278328793474539_343694685645269379_n.jpg,Burger,1,100,56,44
14134645_1734088876840467_1202018941_n.jpg,13269586_777083969095334_1730706591_n.jpg,Pizza,1,100,57,43
12362284_1500093256962583_1607659051_n.jpg,10853055_888417007860038_376734072_n.jpg,Pizza,1,100,56,44
13597704_1145819172107850_748850595_n.jpg,14099454_971494039663848_1789173124_n.jpg,Sushi,2,100,45,55
153276486_437017094020971_1102151042320281826_n.jpg,11351570_1682947958591781_1194925194_n.jpg,Pizza,2,100,27,73
14718151_1816323465311329_7723093523175571456_n.jpg,14310738_1124200877670891_8891357750475358208_n.jpg,Pizza,2,100,13,87
204666185_2947339118879782_4915428270212940877_n.jpg,28435508_2070124843224570_2449074761171468288_n.jpg,Ramen,2,100,43,57
11327066_450680248437318_249637330_n.jpg,14032898_664459833723573_1036498944_n.jpg,Pizza,1,100,56,44
11251645_1640061882936620_643987668_n.jpg,178565047_174225297798413_8786199617381728081_n.jpg,Dessert,1,100,55,45
28763690_414372375691892_5236025610152706048_n.jpg,14709661_201761566901311_892829035464228864_n.jpg,Burger,2,100,45,55
323954050_889013115469320_6817647836335871981_n.jpg,1516844_800948086693328_516121856_n.jpg,Pizza,2,100,35,65
14052747_690378514447159_1364767959_n.jpg,45414528_1124219581036124_7602578866434794133_n.jpg,Sushi,1,100,55,45
14031551_635380076636386_886586695_n.jpg,11312152_896016153812708_1940530516_n.jpg,Burger,2,100,45,55
32346741_239459260149683_767304046393425920_n.jpg,12141894_543405755826376_690754677_n.jpg,Burger,2,100,44,56
13397659_272963259724219_1802689878_n.jpg,44607854_136697370647210_1438499834866984371_n.jpg,Burger,2,100,44,56
11247632_528846927272908_170430546_n.jpg,11203421_1648689328696967_1681004851_n.jpg,Burger,2,100,45,55
325756407_6302757933087816_7670295856100214965_n.jpg,249751184_219541303611452_4288877200337208414_n.jpg,Pizza,2,100,12,88
250057275_946552369619987_6253971678825366446_n.jpg,54446835_631776300593703_2279619516985358775_n.jpg,Ramen,1,100,55,45
11257800_1595892863999145_1643391383_n.jpg,12276750_560664114095691_688117609_n.jpg,Burger,1,100,57,43
57618529_402877977223148_470666969445547307_n.jpg,14156608_1007933455972549_969848727_n.jpg,Ramen,2,100,45,55
11383312_886247051442880_218891069_n.jpg,71894252_208914386770800_1180259205831941505_n.jpg,Sushi,1,100,55,45
35617180_186966031973000_1955674802312183808_n.jpg,27580484_395644724193541_1175048458856300544_n.jpg,Burger,2,100,44,56
26152597_197371100841211_5761445976132812800_n.jpg,11910119_890377841051903_2019241757_n.jpg,Pizza,1,100,58,42
15056577_1870399869863515_8840117751251992576_n.jpg,21373268_2015139048715538_298031349787262976_n.jpg,Burger,2,100,45,55
61628399_140897080452671_4897910933047690768_n.jpg,26221698_168589663871303_8742722482982617088_n.jpg,Burger,2,100,44,56
18298390_262909310851010_7340350020853432320_n.jpg,12446173_1689661907943368_46096788_n.jpg,Sushi,1,100,56,44
110010158_156895829258299_1708505404957542734_n.jpg,20759950_283822892094196_1785952847418884096_n.jpg,Ramen,2,100,45,55
51077095_248204832755931_8411446327009771546_n.jpg,12716476_825218417606589_680226126_n.jpg,Dessert,1,100,57,43
10311337_251661195037352_1191512168_n.jpg,56280064_340896669783150_419261971502874859_n.jpg,Burger,2,100,45,55
11195781_1616317281960093_119030363_n.jpg,14134904_1768485903422781_599813229_n.jpg,Burger,2,100,44,56
11906212_901275873297457_1404153626_n.jpg,22157744_1999577723622384_1508740896332447744_n.jpg,Burger,2,100,45,55
23279660_330735460734069_289538812168634368_n.jpg,106787747_728162231251920_5703904046266353881_n.jpg,Sushi,1,100,56,44
30078914_413792132366542_3352802280444264448_n.jpg,51616855_322632595066815_8608040858635428924_n.jpg,Pizza,2,100,30,70
182377382_304479167752333_5310976353504017053_n.jpg,89443740_522676265322106_7039769547775848928_n.jpg,Burger,2,100,45,55
13827380_1565187727115741_751931380_n.jpg,11325279_1689677431264810_1296119690_n.jpg,Pizza,1,100,59,41
36608586_1763114690469529_1433610931799064576_n.jpg,43913924_2105298203117951_7690449110470942526_n.jpg,Sushi,1,100,56,44
23667729_144041546248027_8998953325554565120_n.jpg,10932163_469851773184073_382311184_n.jpg,Burger,2,100,45,55
81424322_626131644863363_4477032854111730458_n.jpg,14278898_1263488503695311_368511255_n.jpg,Burger,2,100,44,56
81036315_172823983814395_777568330037822010_n.jpg,24327397_512223042495016_6042933386773790720_n.jpg,Burger,2,100,45,55
11906314_1479645629003780_203848312_n.jpg,87422507_752008485206168_8455577216693903721_n.jpg,Burger,1,100,56,44
69341914_200807327579008_2221871156050396590_n.jpg,21480097_772055912982848_4727246052011278336_n.jpg,Ramen,2,100,43,57
33955385_1096066847198183_590579971957719040_n.jpg,16123193_385824571768255_3880161940122632192_n.jpg,Dessert,1,100,58,42
11236364_414590805379811_1581475276_n.jpg,23279464_158180864921072_6917609399364091904_n.jpg,Dessert,2,100,44,56
51725733_1055144514686260_1531123789246284302_n.jpg,12231074_994087227340998_27092341_n.jpg,Ramen,1,100,55,45
44849198_253741095295354_8984698753574036629_n.jpg,11849329_622034637911759_301494653_n.jpg,Pizza,2,100,5,95
20347582_325966411196507_7981204126904090624_n.jpg,41418431_1619020211536911_1821271855021911713_n.jpg,Sushi,1,100,58,42
76972187_468024547456544_6098397401644598695_n.jpg,99424580_611193016411281_6591574298729333863_n.jpg,Dessert,1,100,59,41
20905505_173797203164764_4634658913730428928_n.jpg,44858414_1931497713553677_3432458071106183334_n.jpg,Dessert,1,100,58,42
10666173_920739908011532_1233426562_n.jpg,14448198_1837322496490874_2338003969139277824_n.jpg,Dessert,1,100,60,40
91809514_538230176831403_1251022993427914496_n.jpg,82904587_863106040812211_577308024207345930_n.jpg,Burger,2,100,45,55
119708661_253143225915345_4439174212596050858_n.jpg,14561776_1848437368720626_7854500512907919360_n.jpg,Sushi,1,100,56,44
321174604_542695657877364_2475541234582595236_n.jpg,12107531_762402903882642_1460665827_n.jpg,Pizza,1,100,63,37
88210706_209186146861495_9067202306535406961_n.jpg,37838526_268912043901969_8277912639649087488_n.jpg,Dessert,1,100,58,42
11208347_1395068560818420_922507060_n.jpg,11906178_724884037647715_699436027_n.jpg,Dessert,2,100,44,56
14350758_1745048762423238_66041791_n.jpg,13636060_1756539011270215_223454789_n.jpg,Pizza,1,100,59,41
1389553_1642969859289477_1284142435_n.jpg,13722083_306437153025437_1836998588_n.jpg,Pizza,2,100,31,69
210524743_807077669954262_6983317467610300036_n.jpg,58933518_281769782728955_6930221901988132811_n.jpg,Ramen,2,100,44,56
65765423_330700484472834_280038190887538713_n.jpg,11325335_728489353939929_222805962_n.jpg,Sushi,1,100,56,44
73271706_160720551700943_6127386210669770965_n.jpg,11887139_310772109046849_2059830888_n.jpg,Pizza,1,100,59,41
15803599_1192636764164788_257873070562213888_n.jpg,14726377_1854883631414886_5320925538657763328_n.jpg,Pizza,2,100,15,85
12445800_1174135585975167_980071978_n.jpg,13584287_154445058298753_194703743_n.jpg,Sushi,1,100,57,43
11352845_853223398095046_97667891_n.jpg,287531017_531410871955633_1499432577391323478_n.jpg,Burger,2,100,44,56
1739532_1504080156555720_823004227_n.jpg,21827522_230587664136408_6131258276819501056_n.jpg,Pizza,1,100,59,41
11242007_674942425945104_820350074_n.jpg,143133536_1014272249398567_5906376942465504673_n.jpg,Dessert,2,100,44,56
11856822_1041148309252041_417505185_n.jpg,11950424_495608240623373_749177383_n.jpg,Sushi,1,100,56,44
21148043_758281284372062_4672508639443943424_n.jpg,15305942_1634867710142379_953336337161781248_n.jpg,Pizza,1,100,56,44
305079066_446086990816576_305047996079980012_n.jpg,11355290_1621748688079158_1619531384_n.jpg,Ramen,2,100,44,56
180736928_802970803673999_5240420004871906561_n.jpg,71895774_963261800704007_4263898278362566149_n.jpg,Ramen,1,100,55,45
221504310_4809566532406061_7483702991223132446_n.jpg,95820611_2636291643322342_3207632934558611094_n.jpg,Ramen,2,100,45,55
30603305_1282833258528414_5667371610936442880_n.jpg,293372610_773300647028521_7978028646230025909_n.jpg,Ramen,2,100,43,57
85127694_898485107274465_5745782662264548645_n.jpg,290921420_558783715743576_2561434389142742359_n.jpg,Ramen,2,100,42,58
241093883_1088274898580587_438711765408788176_n.jpg,12965041_514591302058818_385823073_n.jpg,Ramen,2,100,45,55
11906388_862907900462233_1509983951_n.jpg,101036019_619789271945165_3863426266542289890_n.jpg,Dessert,1,100,60,40
67154984_152307425972524_8173589150227298966_n.jpg,14553243_624937084345430_3414853038769176576_n.jpg,Burger,2,100,45,55
33939029_230522700869430_1334853003550654464_n.jpg,47689724_1263629380441495_6401218718928066759_n.jpg,Sushi,1,100,56,44
56910289_2191852280896667_3592133527447373103_n.jpg,13696808_155387234868998_1319058393_n.jpg,Dessert,1,100,56,44
67452215_234315467531848_1626475022945984843_n.jpg,83335171_588822345030936_2262523582419034857_n.jpg,Ramen,2,100,45,55
177988463_284482879829563_6087555383535319768_n.jpg,67483395_101474294563349_7600659316455618445_n.jpg,Pizza,2,100,11,89
42324913_319122222230363_4764703383105764542_n.jpg,164783337_870255543552327_5012108273672250801_n.jpg,Dessert,2,100,45,55
273550180_642005636851476_2434735995264627550_n.jpg,74603478_588759221866784_2978432738348932249_n.jpg,Ramen,2,100,45,55
37570328_716968715307677_5066796897893613568_n.jpg,50655645_818240758521458_3818101055349149964_n.jpg,Dessert,1,100,55,45
50651174_548575005643929_1396332135567791305_n.jpg,23594268_129805067717047_3711563900861284352_n.jpg,Dessert,1,100,56,44
22581772_1321572454631267_7616138035662422016_n.jpg,50741458_116535259443908_2633016823841380188_n.jpg,Ramen,2,100,42,58
273453749_254248066855859_4613281841228198647_n.jpg,95138022_277787169920309_8679566490210739151_n.jpg,Ramen,1,100,55,45
75476779_2215875925386787_543088806121482331_n.jpg,49663049_377211952824938_9086432974804139005_n.jpg,Ramen,2,100,44,56
15538447_710681549094974_5205361721207685120_n.jpg,26187372_209208976305826_6019627846253674496_n.jpg,Pizza,2,100,34,66
241838895_162647532602747_8123204467405076129_n.jpg,305884891_608290267418527_138773165400340504_n.jpg,Ramen,2,100,44,56
87499614_3218865668141424_5802101733527726624_n.jpg,123649718_684695325490139_5309053816512681171_n.jpg,Ramen,2,100,44,56
53695241_144801403225780_9000805777304574964_n.jpg,310873825_777030303370923_5175305165093145022_n.jpg,Ramen,2,100,44,56
15875680_1576723279008658_5854914613501493248_n.jpg,10251431_787147198056672_1496063835_n.jpg,Sushi,1,100,56,44
275776262_326653686109793_4070169466212266436_n.jpg,11875429_120817618266897_137092746_n.jpg,Pizza,2,100,40,60
23734364_128271591197763_6837468990407704576_n.jpg,22582557_189065274971637_634258049896284160_n.jpg,Pizza,2,100,35,65
120998469_127051392186071_5444129672787938410_n.jpg,12599169_465777183632504_809951722_n.jpg,Ramen,2,100,44,56
13597652_1032388383482177_1498112731_n.jpg,11419196_647807262023438_1862368620_n.jpg,Pizza,1,100,56,44
139687871_404568720799755_1743891885550181481_n.jpg,112422923_645422826071439_810264973438873881_n.jpg,Dessert,1,100,57,43
207600209_546722999830601_4575855302106585899_n.jpg,11356628_781001992018811_690301407_n.jpg,Ramen,2,100,44,56
96089925_563689554530267_2537213619071019799_n.jpg,16583771_1580615505344623_4362948562347098112_n.jpg,Sushi,1,100,57,43
29096362_600631086941724_4238478056466939904_n.jpg,14448167_1789108874666147_1806469751573053440_n.jpg,Sushi,1,100,56,44
21981059_1502950226463184_2044072324549836800_n.jpg,11313688_1633916333552324_1530653368_n.jpg,Pizza,2,100,20,80
57648971_1861958903903658_4927400526846383745_n.jpg,25011272_1584397834970400_8407283707508948992_n.jpg,Dessert,1,100,58,42
280631847_390810263090825_4706501358929434291_n.jpg,37425218_406292676558288_2700511840420495360_n.jpg,Ramen,2,100,45,55
11373489_880848245319310_589300421_n.jpg,11820596_1646180665621241_795998752_n.jpg,Pizza,1,100,58,42
18808926_221251401720318_5362602221965934592_n.jpg,12543104_571001483057263_1690305041_n.jpg,Sushi,1,100,56,44
52840556_348426732435524_6757868277096564962_n.jpg,70439026_2685855888141197_4042101173135746931_n.jpg,Burger,2,100,44,56
36160521_194649401214819_2172789689797312512_n.jpg,34570459_475911536171251_6945603897415172096_n.jpg,Sushi,2,100,45,55
106220711_671948023661867_5250622641657291798_n.jpg,12822519_846249672187164_1692377783_n.jpg,Dessert,1,100,57,43
11374665_101829543491228_1697102048_n.jpg,69898195_132085354760395_6217748928503341372_n.jpg,Sushi,1,100,55,45
11849936_1500698140241995_1226757923_n.jpg,20225678_252725678565508_887097315708370944_n.jpg,Pizza,2,100,8,92
28764549_176505049646882_1584636846808236032_n.jpg,11350968_679651088807096_279308358_n.jpg,Sushi,1,100,55,45
50256934_2235909989998203_1084981482976677619_n.jpg,52392669_413443466057897_5970186337730139682_n.jpg,Sushi,1,100,56,44
13266838_703142826490654_1012562108_n.jpg,61490212_117087362851736_3764841261915543340_n.jpg,Burger,2,100,44,56
21372356_1548384581891273_7338240457471688704_n.jpg,13736988_1176636082454944_533829175_n.jpg,Pizza,1,100,57,43
17126170_257330054712983_8746990881610924032_n.jpg,53604554_298197800856769_3804815399494529649_n.jpg,Sushi,1,100,58,42
61390209_389644928304933_7360299615522148768_n.jpg,14031656_240345059696317_1131239954_n.jpg,Burger,2,100,43,57
10727588_1485230901758726_190753982_n.jpg,65002605_1056618741350711_7336673162463318345_n.jpg,Dessert,2,100,44,56
101140348_913499765780539_5216928395332285746_n.jpg,13108684_266826307000520_426780745_n.jpg,Sushi,1,100,56,44
32053495_181961275816564_656394354289541120_n.jpg,19622920_1388074667941217_6981003193962463232_n.jpg,Sushi,1,100,55,45
273832314_1140132979859086_124102374898099927_n.jpg,305081207_2355366721269938_4396646220642213482_n.jpg,Ramen,2,100,44,56
143159227_242721604100005_102003965695845145_n.jpg,153656125_132035895486760_5502862324038186545_n.jpg,Ramen,2,100,44,56
72193913_2502478609860405_2002210492208022143_n.jpg,26065434_203610140215097_3011628044298223616_n.jpg,Sushi,1,100,57,43
13261008_961099164009544_654420348_n.jpg,11335496_1053234224727128_1928473810_n.jpg,Burger,2,100,44,56
18011556_623173661226260_2816346382544142336_n.jpg,31752502_171509146856554_6609793688874778624_n.jpg,Sushi,1,100,55,45
80761855_3745564662126258_2709606593424749590_n.jpg,25017210_2022052034718313_1681791901851713536_n.jpg,Sushi,1,100,55,45
141257041_765304720747153_2682467429160708762_n.jpg,23164578_183378042213168_3355987428190978048_n.jpg,Burger,2,100,44,56
12598943_777443625719506_871724119_n.jpg,27576725_404983653275904_5175770672143532032_n.jpg,Burger,2,100,44,56
275973516_1125049264949270_3025454763441369555_n.jpg,21149363_806373862881874_3309332091807727616_n.jpg,Ramen,2,100,45,55
11355030_939411326139672_266065154_n.jpg,12080538_374716156061663_995189770_n.jpg,Pizza,2,100,38,62
18161607_1665832463444046_43723823635234816_n.jpg,123952487_1493629924174268_2745448482661300685_n.jpg,Sushi,1,100,56,44
12534363_995872503816236_1938347368_n.jpg,23098920_2413110858913184_5458406402420637696_n.jpg,Sushi,1,100,58,42
25007656_645939319129672_4744310416639787008_n.jpg,18161841_717804998399782_4599298018485731328_n.jpg,Dessert,2,100,45,55
13102338_1143561515694953_751118129_n.jpg,11280503_1621735784782444_672404979_n.jpg,Pizza,1,100,55,45
125235300_169327348161612_3525363267518629065_n.jpg,11202519_1473926966254263_480316576_n.jpg,Burger,2,100,44,56
45381707_2054073764902951_3855350389415936316_n.jpg,22071167_500998823590977_1265071218193596416_n.jpg,Dessert,1,100,57,43
123697731_356665748771369_16671097984423477_n.jpg,35338569_187801401909785_5788773551662170112_n.jpg,Sushi,1,100,56,44
123752758_840096706817377_424401619208909738_n.jpg,67523702_166936391025609_3879673907474536932_n.jpg,Sushi,2,100,45,55
11355856_201502900181983_402278807_n.jpg,50813767_102169027551090_3026895731732586779_n.jpg,Pizza,2,100,24,76
121173313_630982247587296_7526873547037895211_n.jpg,97528020_2614030022148249_8874940348895463633_n.jpg,Sushi,1,100,56,44
117376921_785357765537441_2615994603477706978_n.jpg,301439924_602429221454317_47141953673238122_n.jpg,Ramen,2,100,43,57
14350770_1211634765568166_6519444731066318848_n.jpg,279521873_392727852710970_1839466106130712775_n.jpg,Pizza,1,100,57,43
83029959_149535946481187_2178024124949517251_n.jpg,37373854_677923529234323_5278655862099935232_n.jpg,Pizza,1,100,58,42
118825873_619620915369559_2380437966095507072_n.jpg,70356152_693761667792143_3053887417549311588_n.jpg,Ramen,1,100,55,45
11184694_1635144600030729_853031747_n.jpg,41617361_159774511612676_2724825187476703361_n.jpg,Dessert,2,100,44,56
12784099_1031670426896301_434259430_n.jpg,11881596_1731275577101023_1876866188_n.jpg,Burger,1,100,58,42
10261057_144443572555576_1658801375_n.jpg,275860833_385911796610039_7544021998671652210_n.jpg,Pizza,2,100,11,89
71525338_2115129572129666_7588842708179525605_n.jpg,107511533_279699709914480_1518684415767617422_n.jpg,Ramen,1,100,56,44
46604608_950169251843878_5587009057641055276_n.jpg,150935783_635153760612211_1791641295362031097_n.jpg,Dessert,1,100,56,44
18012002_1958512064377580_6632817823137660928_n.jpg,12816980_970481929673022_616639930_n.jpg,Dessert,1,100,56,44
12424389_1025564170839783_1603176828_n.jpg,25008896_1125960017538203_6268139021981974528_n.jpg,Dessert,1,100,57,43
13724456_164812723938523_1128527425_n.jpg,70439026_2685855888141197_4042101173135746931_n.jpg,Burger,2,100,43,57
205041383_175357384558630_7221845551715743882_n.jpg,15258827_329007114151486_71517239907450880_n.jpg,Pizza,2,100,15,85
17934594_1941993019353847_8851065305061916672_n.jpg,46102075_1032095313659082_7118577402927934613_n.jpg,Sushi,1,100,56,44
56256347_405990846906675_8006950418594280855_n.jpg,150680583_453681755667426_2174018207142053871_n.jpg,Ramen,2,100,44,56
74414831_164701254749179_7781918354680147231_n.jpg,13768123_589441841236749_1446185250_n.jpg,Pizza,2,100,39,61
11910186_1656182154627444_332985408_n.jpg,42918839_2146314165581536_5613251636256167574_n.jpg,Pizza,1,100,59,41
81424322_626131644863363_4477032854111730458_n.jpg,243405958_935185014074545_4477992619156779803_n.jpg,Burger,2,100,45,55
59786629_123656665500418_5062005021323375414_n.jpg,37570328_716968715307677_5066796897893613568_n.jpg,Dessert,1,100,56,44
13714246_1581325278835397_152829158_n.jpg,12407437_1103786552994937_1102771913_n.jpg,Dessert,1,100,57,43
61983367_162849694758194_8810267091611292423_n.jpg,42640007_297490674438347_4050172459005835340_n.jpg,Burger,2,100,44,56
14723679_1215201288501115_4176212953504153600_n.jpg,326877609_679025703969357_9087808211132327529_n.jpg,Pizza,2,100,32,68
80528936_2938438446180242_6987210269655455361_n.jpg,11374240_1667284706892085_951196921_n.jpg,Sushi,1,100,55,45
36650024_411256796024452_5115399731362660352_n.jpg,100934041_854941071658526_1465459468794125691_n.jpg,Sushi,1,100,55,45
11281983_353668741510320_1522852529_n.jpg,28151400_177984619595445_6176397219164323840_n.jpg,Burger,1,100,56,44
11250157_147299395610069_827727181_n.jpg,17932574_740574646112658_2134919507154567168_n.jpg,Sushi,1,100,55,45
41663006_519073471849966_5419871846235176139_n.jpg,114361586_1620730584761741_8709943602547211537_n.jpg,Sushi,1,100,55,45
74605118_137963414248805_1885344970798227648_n.jpg,278104252_177095158004172_6612836855210498008_n.jpg,Ramen,1,100,56,44
50096489_320598862132727_2944632295038844823_n.jpg,244484419_221799686605981_1417113355931494105_n.jpg,Ramen,2,100,43,57
99096571_703249430422586_7170306961885878207_n.jpg,11378326_978412918843903_884800282_n.jpg,Ramen,2,100,44,56
28152783_407332479714539_6923752740195663872_n.jpg,197421599_757501744940728_1792797571394057711_n.jpg,Burger,2,100,45,55
16788527_446763969046663_8380487535398223872_n.jpg,10299673_1416165058655282_1543257678_n.jpg,Dessert,1,100,57,43
18443278_1457840664309318_9215566324636319744_n.jpg,47055633_221334268762881_2501405781284066354_n.jpg,Sushi,1,100,57,43
41734477_478237065997476_6713300504782604404_n.jpg,70283775_2316739211785567_8887591471388333063_n.jpg,Dessert,1,100,55,45
11348136_446371712211128_1582563716_n.jpg,49663049_377211952824938_9086432974804139005_n.jpg,Ramen,2,100,44,56
10449075_723575637737149_86024489_n.jpg,11357534_719879964807187_872318373_n.jpg,Burger,2,100,45,55
20394195_1649072015117407_1907959111517995008_n.jpg,25014845_384354915354042_3292023270525632512_n.jpg,Ramen,2,100,45,55
11934748_100518657018935_731101828_n.jpg,11420811_867752816611993_739343150_n.jpg,Burger,2,100,44,56
277435456_168073442213257_6035297408319329313_n.jpg,23279845_836523569855306_3130183912060354560_n.jpg,Pizza,1,100,57,43
1527788_706139559406851_941943593_n.jpg,118934006_251571146005257_6258120736415556285_n.jpg,Dessert,1,100,55,45
181773367_323773292601912_4516666725077519032_n.jpg,62266400_349777225737624_6513550664087385659_n.jpg,Dessert,1,100,60,40
11378375_753556341409736_260664119_n.jpg,269606424_620094559211453_8702095418764110216_n.jpg,Ramen,2,100,44,56
172488763_880017742857142_983572626784493363_n.jpg,205041383_175357384558630_7221845551715743882_n.jpg,Pizza,2,100,42,58
15099524_1638245859801318_1685199417235210240_n.jpg,20902344_125215324779392_2428250053891063808_n.jpg,Dessert,2,100,44,56
274484605_1304812716655161_942637387062019200_n.jpg,15534992_1782776235307552_241494118289637376_n.jpg,Burger,1,100,55,45
158139040_117630213666323_2069755339569481027_n.jpg,95695753_2558745264227103_4670624459256622280_n.jpg,Burger,2,100,44,56
75244431_103942471022976_6426743126642727640_n.jpg,36085915_1617138208384097_1745571801125093376_n.jpg,Ramen,2,100,44,56
147996626_1057080218119931_8373822701546601256_n.jpg,61772499_289296008510061_9177538972603799566_n.jpg,Burger,2,100,44,56
260922642_1304877123287322_7581606459654087151_n.jpg,11931188_1089572337739769_961224377_n.jpg,Pizza,1,100,55,45
80127223_587318115417403_7374214043540569675_n.jpg,51732495_130113254708747_2216317029072098699_n.jpg,Ramen,2,100,44,56
12748157_1007586802627859_1182943957_n.jpg,76817153_3720330764659745_5354196926280538804_n.jpg,Pizza,1,100,57,43
56218130_275143656771864_7229717043641334329_n.jpg,59129609_131138638062925_5470008054106553165_n.jpg,Ramen,2,100,45,55
51137513_308083756732704_3229790389707826223_n.jpg,59886744_514653392402241_5702475327628453421_n.jpg,Sushi,1,100,57,43
12445870_606766199473904_871143134_n.jpg,18879143_1173356646108650_2978987448194826240_n.jpg,Sushi,1,100,57,43
15535167_1177083035739293_489535420300787712_n.jpg,121708682_1057943611341312_1643227117875185015_n.jpg,Sushi,1,100,56,44
11189993_1059526457395239_1396991989_n.jpg,90085928_2555755371367888_8532091924758277663_n.jpg,Dessert,2,100,45,55
67708044_382859159008602_3995618854084880896_n.jpg,20837345_330986180661902_3835797324546703360_n.jpg,Pizza,1,100,56,44
23498732_145975686155324_7169961727553961984_n.jpg,11380767_845651155511109_1380671880_n.jpg,Sushi,1,100,55,45
241452370_546974393056287_7765794009610920067_n.jpg,12120333_782288178547082_1170467798_n.jpg,Dessert,1,100,58,42
68859707_425170904872081_3912991289099431818_n.jpg,927290_1425228904411245_1413817825_n.jpg,Ramen,2,100,44,56
43678600_690444934688136_1435424887369219319_n.jpg,45616343_1981966008554023_7910689695010908560_n.jpg,Sushi,1,100,56,44
13188168_1721439491433616_1964131382_n.jpg,40570928_548302558942117_4254193670572700908_n.jpg,Sushi,2,100,45,55
333556633_616245933652074_2573163554101055598_n.jpg,14564908_371832963205135_6601544104671182848_n.jpg,Pizza,1,100,57,43
